num_factura,fecha_venta,producto,vendedor,cliente,cantidad
5817-77492504,2023-01-12,15,37,1629,36
8311-42855239,2022-06-08,72,41,1357,77
3534-28330445,2022-04-09,12,24,1308,109
3888-82376459,2023-07-06,96,27,1095,175
7547-16030162,2023-03-22,92,9,472,3
6090-06910581,2021-06-24,43,54,399,52
6989-67885185,2022-03-12,71,26,896,76
9365-46322327,2021-08-09,23,61,1213,111
5458-81795581,2020-11-03,91,3,2438,80
9765-78630765,2023-02-04,71,33,2445,70
6200-96287337,2021-12-09,70,59,1735,138
6969-11723891,2022-11-10,74,61,2163,174
4630-59297875,2022-06-19,54,59,2172,77
4524-23046500,2021-04-22,59,61,1941,105
9498-41836426,2021-11-16,105,54,1643,51
4401-11007701,2021-08-08,69,11,902,86
3890-59884418,2021-03-16,16,43,2496,173
6715-07611618,2021-12-07,8,16,1192,51
5479-85078064,2023-02-16,45,12,2103,118
2950-25820255,2021-06-19,108,60,13,179
5238-31126542,2021-05-05,103,17,2066,53
1091-19620457,2021-11-15,113,55,1604,38
1137-64901317,2023-04-07,52,29,1577,158
0710-13850790,2021-04-01,67,17,1449,28
0222-66460616,2021-09-21,58,55,1665,66
9389-31942172,2020-11-13,93,33,791,141
1327-37255738,2021-11-14,7,24,682,197
6251-11255292,2021-06-30,62,42,79,157
7564-06247176,2022-04-21,5,49,2480,187
0538-50966283,2021-09-07,62,2,1585,76
2120-68482733,2023-04-02,62,26,2428,76
1423-72854148,2023-01-09,101,51,1640,67
6933-40324275,2022-10-03,36,53,2344,36
1065-97276406,2020-12-03,70,44,1259,85
4013-83033859,2020-10-07,102,30,2215,144
7926-44152335,2022-11-19,75,57,2390,28
6967-33707159,2021-03-30,67,56,1511,157
9397-07850697,2022-03-19,94,16,2300,175
3369-86091286,2021-05-16,94,30,327,190
2157-73050105,2022-04-11,79,32,1602,35
6259-55742224,2021-03-20,107,56,1842,155
7273-44587653,2021-10-09,29,14,870,117
6961-96207706,2020-12-15,25,19,2270,142
7767-91658437,2021-11-22,113,61,1481,67
4545-00248373,2022-08-29,30,41,1603,173
4050-70376489,2021-05-18,13,27,1988,44
2284-74665840,2022-02-22,78,35,2301,46
5487-08884478,2021-07-26,44,49,1655,161
5660-53619487,2021-07-07,26,52,2339,161
6145-97107185,2022-10-11,50,24,1851,18
4467-24001018,2023-07-08,35,48,737,100
2812-67253376,2022-12-12,53,17,1612,54
6495-71383859,2023-08-11,92,62,1734,24
3790-97181279,2022-01-18,25,19,2028,60
5921-02643832,2022-08-16,77,26,2430,7
6808-49922533,2022-06-06,2,7,210,71
0955-90076002,2022-09-29,55,28,1640,142
1319-44934670,2023-07-31,112,26,1000,169
9570-72815674,2023-04-03,39,50,2124,8
0446-31492777,2022-11-20,15,20,2325,42
0320-03932500,2021-12-03,34,62,1679,193
8818-61093693,2022-07-29,52,65,1904,100
3761-04263879,2021-01-16,77,44,1056,116
3640-54667497,2021-06-16,90,37,1260,69
4377-21126016,2023-04-27,89,29,2450,35
7012-27405965,2022-11-08,78,34,271,84
1555-49400332,2023-05-27,108,24,775,99
2029-41722227,2022-11-20,24,12,442,35
8158-85527661,2021-12-02,50,47,738,40
8348-99148516,2020-12-19,100,19,445,102
3326-76523740,2022-07-05,102,50,876,171
9686-33167727,2023-01-01,47,19,1590,40
5613-64169877,2020-12-23,112,46,1999,18
2857-39984802,2021-01-23,25,11,308,100
3641-01117434,2021-08-12,46,5,2351,179
3213-60639946,2023-08-20,34,43,2333,64
3603-54374785,2021-09-04,90,60,1084,158
7099-35410627,2022-12-28,85,5,2042,3
8746-47607881,2021-01-13,24,8,294,175
3533-09323088,2023-04-28,58,18,294,83
5225-12781470,2023-06-30,22,16,975,192
2768-39029229,2022-08-04,106,43,1848,169
1128-94326294,2022-08-06,84,19,400,174
1742-39288309,2023-02-15,42,63,881,81
2651-15238345,2022-10-14,86,42,1526,179
4111-49226415,2023-05-05,103,53,1470,83
0739-63705478,2023-06-11,47,22,485,136
5899-67413129,2021-09-26,56,65,1813,35
3613-16549510,2023-01-19,47,52,916,137
2428-90224606,2021-07-21,51,44,113,34
7160-80555424,2022-04-27,10,56,1814,182
2648-45311200,2020-11-03,93,61,1805,18
1043-58388539,2022-03-25,106,39,1476,62
5252-75045339,2021-12-14,26,12,1400,141
9938-18864950,2020-11-11,27,37,1565,185
6671-53777060,2021-04-12,22,14,1343,67
6511-23758215,2023-04-22,1,63,1851,74
5817-60171562,2023-06-02,48,37,2429,53
4563-19501134,2021-01-16,62,55,2409,26
1209-02793308,2023-03-18,13,16,1068,194
5465-74755463,2022-03-25,97,45,1539,140
2376-93030203,2022-10-18,100,48,1183,69
1324-96094741,2021-03-02,51,51,929,172
0659-46254390,2023-04-11,14,60,1256,143
4535-45179747,2022-01-20,115,36,892,145
6218-18127365,2021-04-21,75,11,2448,16
8498-10555809,2023-02-07,25,49,1115,156
5756-11935962,2022-11-24,104,57,654,188
8602-12962765,2023-09-15,93,27,64,133
5532-07146504,2023-03-30,13,4,557,24
9274-76695005,2023-05-10,56,14,1166,138
0995-60734276,2021-07-22,79,18,563,11
8122-78793650,2021-03-12,35,6,2300,196
4551-37603137,2021-07-17,47,25,510,21
0002-95367659,2023-04-19,79,32,1902,41
6105-95641154,2020-12-21,79,60,2175,3
8659-32023639,2022-07-27,81,64,2462,83
4704-58500097,2022-10-17,53,7,1730,1
8972-38819424,2021-04-01,4,3,1346,95
5147-19896898,2021-08-31,98,35,1090,100
2148-38779482,2023-05-18,59,41,102,90
3837-77090865,2021-03-07,110,52,1116,68
5207-33896497,2020-10-28,79,51,237,160
2146-78883125,2020-12-23,13,13,1347,45
2524-56424047,2020-10-22,95,49,1250,19
3982-39959445,2023-08-22,43,3,446,130
9029-50037477,2021-02-20,37,45,1454,103
7054-18379225,2022-08-10,45,56,1146,105
9723-48431895,2021-03-26,20,14,804,152
3326-30224313,2021-02-25,21,64,1818,180
4875-32928083,2023-03-01,26,34,1058,30
3430-81046870,2021-02-07,110,13,316,60
4517-03181166,2020-11-28,99,32,1361,30
7663-33149446,2022-05-08,51,64,1998,26
6137-39664641,2020-11-10,30,23,421,165
6524-30839740,2020-11-19,5,62,508,63
7263-19059892,2022-05-02,107,34,1859,128
4072-54028203,2022-12-22,104,37,1952,112
5449-46368551,2023-08-14,36,37,1109,186
2726-82736796,2023-07-25,40,29,682,188
7121-25366987,2022-10-02,14,58,1086,78
9351-88053785,2022-11-18,55,42,811,171
9277-51262934,2023-09-06,66,28,956,78
5914-42256994,2022-04-02,39,59,1220,80
0351-71614715,2020-11-25,70,26,382,17
7724-58988284,2021-09-27,43,18,1147,186
9455-01832648,2021-05-16,65,29,107,24
5039-71696345,2022-12-22,53,59,1983,71
5039-80396789,2022-12-22,98,54,585,149
8140-81264887,2023-02-08,92,16,743,99
4878-73340339,2020-11-09,83,53,1263,66
4095-27921823,2023-06-18,5,20,2500,17
2849-19930311,2021-03-18,51,44,780,129
9966-86953162,2023-05-21,107,1,304,106
0677-24745571,2021-04-16,65,15,2170,177
4585-43303621,2023-04-28,10,36,1199,115
9574-00659699,2022-05-26,23,7,1684,156
5919-71825959,2020-10-02,44,7,2256,60
1003-86565895,2021-03-22,52,53,2071,3
2308-04328771,2023-01-06,72,32,1857,70
8718-50656333,2022-06-24,56,21,2392,27
1991-63229367,2021-04-10,2,38,1349,37
9516-85354102,2022-03-06,1,7,210,72
5303-09867847,2021-03-05,23,12,914,90
7526-12816441,2023-06-25,44,39,1679,72
1926-18876391,2022-11-10,32,12,38,10
8288-80450378,2020-11-29,25,14,1734,171
7009-92507891,2021-05-19,50,2,167,61
5072-37218378,2023-01-25,78,40,2217,163
6032-91159459,2022-06-01,28,14,470,117
5511-48836016,2023-07-13,57,44,299,165
6338-85442210,2022-03-08,97,28,961,160
6240-46150529,2023-07-10,44,60,1911,64
4423-24320989,2021-01-16,86,64,1139,27
0809-24932063,2023-08-12,31,12,2070,166
7821-13227821,2020-10-05,85,54,602,59
1593-57487337,2023-03-02,20,43,341,184
2372-53823713,2020-12-23,99,53,985,109
5325-19918161,2021-11-28,71,56,287,34
5557-92800757,2022-06-25,54,6,1697,135
5967-51096780,2020-09-18,22,24,910,163
9933-09034192,2022-02-28,26,21,594,82
4024-50332073,2022-12-14,51,7,1242,174
8236-65327068,2020-11-14,20,8,919,36
3694-63649504,2023-08-25,80,42,1085,35
9910-71267866,2022-11-04,113,57,2063,169
3601-19465374,2021-10-17,101,17,1007,79
7040-40590932,2022-05-10,55,10,788,124
6150-25018385,2023-03-21,98,57,1215,185
6864-95238262,2022-05-09,117,13,1588,87
3185-63817613,2022-03-08,112,3,2048,67
3962-53994103,2021-09-30,25,3,338,9
3681-93630065,2022-12-12,10,34,578,118
6160-14573821,2021-06-18,69,24,1033,22
8867-31511159,2023-03-26,28,16,643,72
8594-12596644,2023-05-29,28,31,1050,29
8766-60345564,2022-07-12,88,61,1030,6
4588-05455910,2022-09-21,6,37,636,1
2746-11717615,2020-10-03,56,33,1377,3
7782-86117617,2020-10-03,72,5,943,68
9865-92621362,2021-02-01,3,5,583,191
3897-34320648,2022-04-27,11,3,2224,136
9376-76235786,2020-09-30,48,14,1782,3
1564-61401221,2023-09-12,51,4,1580,92
8265-02726951,2021-08-12,89,46,1998,171
0423-05368252,2022-02-19,56,57,864,41
1282-94447236,2022-04-17,24,57,1512,160
7977-82189395,2023-08-13,63,52,816,62
5000-15259672,2023-02-27,16,4,2450,49
3843-26846830,2021-03-15,36,65,711,68
9893-15537583,2020-10-13,97,37,1659,142
6022-88422393,2021-06-24,57,23,1340,4
4368-88125100,2021-11-29,87,7,1586,144
6431-97750829,2022-04-22,87,59,1578,58
0989-83326443,2021-11-28,80,63,460,171
5953-66863428,2022-10-16,27,40,1993,36
3923-06363209,2023-06-15,10,10,1207,12
0203-57567549,2021-06-13,28,49,648,154
1823-58825556,2022-02-07,44,31,179,197
9076-30665924,2023-05-25,118,65,1985,9
3305-88237097,2021-05-20,71,65,741,22
5323-20659338,2020-09-20,9,43,1711,169
6553-23398178,2021-07-31,112,8,1236,183
7598-01399705,2022-10-09,89,5,342,55
0710-72373784,2023-07-02,113,46,2117,36
4224-50939637,2021-10-19,3,8,1092,188
9854-96465796,2022-02-28,32,45,218,42
0657-85643694,2021-03-19,24,29,1370,119
4922-26067071,2021-03-05,2,37,1587,169
7395-45027598,2021-08-17,62,65,806,119
8911-42045375,2023-06-26,54,34,895,184
0825-08186883,2023-03-14,48,50,1194,45
7073-89787323,2022-11-16,103,40,2036,166
1163-35524090,2020-12-11,26,46,1390,14
4398-70432457,2022-11-26,3,29,908,143
0101-86483651,2022-04-07,99,23,435,43
3493-78957756,2021-03-10,23,11,2336,92
4115-65334929,2022-01-13,20,40,1994,63
7254-82287177,2023-03-10,43,3,1933,150
4444-40702267,2021-02-06,67,37,663,93
0040-80696001,2021-10-25,107,43,693,154
7185-66434497,2021-01-15,43,46,1230,164
3952-87949779,2022-08-12,57,60,592,38
8607-27855219,2023-04-26,2,36,1927,23
3414-37578328,2023-01-06,46,17,676,126
2568-14819463,2022-05-28,109,52,2107,139
0047-25599792,2021-01-10,80,18,897,6
6690-65180792,2021-03-23,95,3,1959,196
3934-42118566,2022-05-04,41,51,38,44
7522-13966920,2022-11-25,22,38,1237,148
8160-81103008,2023-03-20,87,24,1946,86
8763-94152457,2021-04-01,2,43,2202,100
7243-55668135,2022-07-24,67,24,1547,184
2004-99916786,2022-12-05,81,10,1708,189
1844-60144047,2021-01-24,106,23,1443,91
7866-57449703,2022-06-07,23,45,957,191
6546-26839987,2022-02-28,81,11,386,27
3468-18175234,2022-05-15,46,49,1227,122
9918-83022327,2022-08-12,116,58,1035,101
7242-90176437,2023-03-24,37,2,1220,26
6056-95723410,2021-10-10,97,55,1579,41
5733-86052500,2022-12-18,35,45,1356,125
3330-73700779,2022-07-01,93,6,1637,116
2828-29477132,2022-09-19,90,58,296,165
6546-39996702,2022-08-11,17,55,1358,91
1298-70989264,2021-04-16,87,43,61,74
3940-36655078,2021-06-03,2,2,186,35
1815-80486450,2023-01-10,73,65,1310,67
8215-16481144,2021-05-07,48,19,855,170
9949-87533254,2021-12-21,86,56,1281,117
9640-41304263,2023-07-01,101,34,487,72
9710-77748607,2021-12-12,69,41,2113,62
7403-65208822,2022-07-01,98,50,1540,42
3843-36234472,2021-03-29,11,21,71,176
5716-42631448,2022-07-31,108,15,215,50
3718-66931733,2023-04-18,78,46,2307,173
3118-15178317,2020-09-19,56,30,1363,122
9744-15477352,2021-04-29,25,13,1139,72
2596-93049867,2023-05-19,91,24,1324,196
2541-14902497,2022-07-30,82,21,398,69
8234-50722167,2022-09-05,12,17,913,48
4793-97028122,2021-05-10,31,44,1118,66
7352-64057898,2023-08-13,93,5,571,78
7733-33365572,2021-11-06,39,28,1601,56
6012-73396634,2022-08-06,25,17,532,144
1827-30024600,2020-10-15,9,9,1728,146
3023-51826143,2021-04-21,6,57,139,75
4169-29950476,2022-03-31,47,20,1415,140
6549-61125643,2022-12-09,100,40,638,153
6521-17326182,2021-10-22,107,54,2494,152
6218-10683662,2020-11-16,84,46,792,181
0793-01172627,2022-03-22,59,19,1346,121
5443-90772714,2021-05-30,113,47,2334,186
9954-17455415,2023-09-12,66,1,2468,75
9771-12568491,2021-05-04,21,3,2497,165
7448-01360179,2022-07-11,112,4,2327,19
6327-55071535,2023-03-09,82,2,175,93
9338-72404649,2022-05-20,66,39,908,7
5031-87277151,2022-05-08,89,36,146,137
8241-16021412,2021-10-09,81,19,1048,107
5375-04837815,2022-04-26,102,29,248,43
3428-73412094,2021-03-24,44,20,474,55
7283-79298135,2021-05-07,99,49,724,129
8845-78693343,2021-06-13,11,52,1973,46
0289-14080535,2022-08-21,18,51,38,38
8977-79154488,2023-06-11,39,19,2274,54
6666-82214362,2023-09-13,89,57,880,72
9055-41542135,2023-01-31,46,54,1057,21
0877-01537175,2021-07-05,18,52,2491,178
0277-81315839,2020-12-29,81,9,135,17
9604-55466227,2023-07-23,38,48,989,176
1051-13453565,2023-02-22,2,21,1764,118
8702-75871395,2021-07-23,73,46,1395,8
7968-15759359,2020-10-11,3,42,328,191
8075-52015128,2023-06-30,12,45,586,170
3614-23643113,2021-08-02,19,47,223,87
2290-11796328,2023-01-11,3,53,318,184
6094-81762230,2023-05-27,8,12,1057,78
0270-94409364,2022-01-22,107,29,136,83
2011-24624699,2023-08-16,13,61,2268,56
9981-41900492,2023-05-05,30,48,1357,77
7859-43042397,2021-05-12,73,29,713,48
9823-58222598,2022-02-27,59,41,563,199
5065-51063377,2023-04-06,75,29,1920,69
7350-22322615,2022-08-12,91,50,4,52
4321-66339743,2021-01-28,71,64,1390,102
4953-06003359,2022-03-28,75,33,591,1
8485-57475260,2022-05-14,103,21,1934,102
3325-64076600,2021-09-30,24,54,1039,135
2943-25110966,2022-11-05,110,64,1534,66
3326-19106705,2023-01-02,93,39,745,1
7014-73434808,2021-09-16,98,13,1540,30
2105-35475131,2021-02-22,12,39,402,34
0235-02207584,2021-04-19,5,43,1291,17
7679-01388082,2021-10-04,113,9,817,129
0009-63724186,2020-11-07,93,10,429,97
7266-97319354,2021-11-10,68,24,2163,98
0431-77369960,2020-11-10,83,11,1582,132
8009-66410066,2021-11-08,61,56,1451,54
0251-91343596,2022-11-06,83,19,428,199
4800-71299847,2022-09-29,114,65,2312,48
1392-05165688,2023-02-24,69,10,477,25
2001-05239560,2023-05-26,37,65,440,107
3152-02293273,2020-11-05,46,50,1187,99
5813-69765469,2020-11-15,50,58,1078,113
2771-80148727,2021-10-15,57,8,993,74
3746-83961899,2021-07-27,16,49,806,183
7286-24435797,2022-03-02,118,49,1365,147
9187-56140191,2020-12-22,10,51,1492,10
1732-46338554,2023-05-09,53,60,2317,194
4682-05454885,2021-11-24,21,2,653,160
1893-38341664,2022-08-24,101,24,1779,139
5589-96789376,2022-01-24,45,6,513,97
1406-00127767,2021-02-22,91,27,2444,182
9894-12821795,2023-07-12,10,5,395,129
2399-54078775,2022-09-03,43,24,1618,66
8380-60308887,2023-08-19,35,44,1083,165
0866-68106306,2023-04-21,18,3,2391,177
1614-71024657,2023-08-06,33,54,1233,125
1081-34507550,2021-12-25,49,2,1696,113
8455-36743845,2023-04-21,66,12,1609,62
2780-65104255,2023-07-01,48,18,1302,34
9053-98133270,2023-06-12,91,9,2156,4
9080-20080716,2020-09-18,47,21,1198,144
2147-86351110,2021-11-14,73,25,2160,95
2729-89175021,2020-12-18,35,30,2020,61
5796-19999987,2022-12-25,100,13,2383,111
0429-42349903,2022-02-25,51,45,780,21
2242-03297471,2023-05-07,33,58,214,57
5540-20529136,2021-08-18,110,20,970,43
6213-16803102,2022-06-19,99,34,1457,135
5031-88079762,2022-04-04,109,58,2253,192
0299-81449716,2020-10-20,80,38,1053,20
3398-65281333,2023-06-11,74,48,461,89
2834-70230719,2022-12-21,106,18,653,65
7914-14883153,2021-05-30,90,4,1317,5
9202-14790792,2023-07-16,107,39,1475,181
9504-45430592,2023-04-05,7,15,528,113
6846-92869728,2022-03-30,58,50,666,108
0235-14024785,2021-07-31,23,54,330,137
0405-46416687,2020-11-24,105,39,1814,169
9673-51338374,2021-05-25,77,62,798,198
1670-32014952,2023-01-21,111,65,165,156
5717-95321424,2023-03-23,63,7,1270,190
7404-42858667,2023-08-19,87,33,574,161
6823-61794024,2021-11-25,114,51,193,15
5666-19879681,2022-10-21,3,50,266,103
7006-08126779,2021-02-03,109,61,1165,173
7923-18282701,2023-09-07,32,25,949,59
5466-60212164,2023-06-07,20,65,712,179
3961-25724238,2022-06-19,60,41,2428,33
5790-91521130,2023-04-28,35,6,272,25
6640-07398371,2020-12-06,55,63,1206,163
0394-12057315,2022-09-19,16,30,1641,99
2160-74232282,2021-09-02,83,21,527,100
3419-15642762,2021-01-03,87,16,1759,133
5852-11923982,2023-07-22,9,55,2462,162
0772-28711086,2022-12-11,20,61,2006,178
8044-17823167,2020-12-08,42,26,2070,43
1629-96169781,2020-12-04,106,23,1760,31
6881-52170085,2022-05-19,48,45,582,195
0566-81797909,2020-10-26,41,39,2001,70
9451-84604687,2023-04-14,57,63,15,2
8356-74859000,2021-09-09,13,35,748,157
6527-05631929,2021-03-09,83,8,1287,149
3028-89344726,2021-04-17,97,53,2394,109
8983-35693603,2020-10-28,96,64,228,82
1241-30896673,2021-12-08,98,8,34,53
4862-84806482,2021-04-07,105,16,1203,193
0327-70809303,2021-11-24,68,61,1051,87
0995-96271156,2022-10-11,115,54,1030,153
4033-45651729,2023-01-25,44,39,407,131
9702-61836295,2021-01-09,47,50,2353,192
7873-08012221,2021-05-11,37,58,819,100
6551-28295379,2021-04-01,69,42,1356,177
4393-20521421,2021-07-06,47,39,2229,164
2152-79671683,2022-06-27,4,60,516,133
0973-62571107,2022-08-15,39,8,2472,175
4504-75284543,2023-07-23,94,22,66,178
0984-91780500,2023-08-27,76,53,303,64
0857-63446653,2022-01-03,1,19,1946,182
8581-97016191,2023-01-21,1,26,2437,11
4129-77455339,2020-12-25,49,3,1878,9
8612-21770096,2022-01-27,21,36,411,133
9867-75140515,2021-05-27,88,48,2286,10
5807-67865925,2021-12-15,82,27,552,20
9493-73144048,2023-05-31,79,14,1014,112
0694-38381839,2020-12-29,38,63,2219,57
1524-00186968,2021-11-10,119,61,329,101
2101-51870477,2022-07-16,92,24,242,78
5941-20952729,2021-11-24,66,52,154,147
4044-70991559,2023-08-30,37,18,524,55
8142-09747282,2022-07-01,8,33,613,195
7468-85928226,2022-06-09,42,13,2294,128
9703-49375373,2021-09-25,19,13,2307,63
1814-21430347,2020-11-29,48,2,1975,128
9593-36573910,2022-01-17,97,18,1145,186
6134-12889160,2021-03-26,108,24,1169,127
6654-82310099,2022-03-14,15,45,1871,30
0007-67609450,2021-01-11,24,39,930,82
1287-25658091,2022-05-09,40,20,1446,110
6457-80368040,2023-04-24,43,39,1354,85
9042-26745859,2022-10-01,109,50,691,137
1193-24961567,2022-07-22,59,18,951,107
3864-47285175,2023-06-12,79,6,2042,190
3859-43256529,2021-10-02,52,21,830,41
8872-53758282,2022-09-03,119,5,1600,42
7454-52415630,2022-08-19,64,45,1113,30
5388-37025274,2022-09-25,79,16,301,177
7808-79601639,2023-02-14,91,24,1362,197
4049-45332104,2022-01-29,54,39,695,54
1170-91529982,2022-11-09,53,42,190,79
6821-96940256,2022-12-16,111,32,1613,85
9348-81897459,2021-12-28,62,63,1288,146
2631-53068716,2021-10-09,3,25,616,38
1883-33424777,2022-07-01,39,11,1510,93
7447-21430571,2022-09-28,67,34,1559,198
9269-29222257,2020-11-22,63,61,222,67
2683-33550962,2022-12-11,17,42,492,5
1215-59717147,2021-11-01,80,4,1505,52
1303-02208312,2023-09-08,22,26,290,35
0430-47055519,2021-05-08,2,50,1130,131
3565-46609458,2021-12-13,50,52,1696,117
1177-10837571,2022-11-05,60,52,776,104
5476-65528003,2023-04-12,7,47,214,112
1275-79421480,2023-08-31,45,28,1334,22
3520-55316743,2021-07-09,47,63,1294,9
9943-73316400,2021-11-18,37,60,817,95
2711-31548709,2021-12-15,85,20,836,196
6126-00912653,2023-03-26,79,22,245,133
5566-74591678,2022-11-21,61,10,591,30
7424-26442970,2021-02-15,35,3,1523,103
6092-52259668,2021-09-19,21,28,2112,8
6781-25580730,2020-11-28,87,15,471,96
4338-87340718,2022-03-18,49,38,2413,46
2987-67479621,2021-09-21,61,54,97,37
0345-36245813,2021-08-13,115,29,15,165
1643-02392903,2021-07-29,110,52,759,94
0049-07359461,2020-11-24,74,58,1503,98
3586-90652258,2021-06-12,73,49,1692,118
5153-92589118,2023-04-04,39,9,1792,155
5530-21245902,2022-12-01,38,30,941,46
5547-46454737,2022-07-25,15,34,2498,46
2255-35297751,2021-01-26,7,9,419,25
8547-16233842,2020-11-10,104,63,1355,87
8392-80938282,2022-06-03,8,22,2469,36
6282-51602742,2021-07-26,22,11,1060,130
2705-36877225,2021-07-31,73,61,2088,87
5482-36940860,2023-01-04,17,16,1644,123
3046-90057764,2022-04-04,29,52,393,168
1098-35946823,2023-02-15,43,8,399,155
5257-65320492,2022-12-12,105,5,1892,101
3961-26263935,2023-05-18,2,52,1385,32
0666-28074451,2023-01-01,54,32,986,92
9251-28498038,2022-04-14,41,24,1826,45
7793-00925676,2021-08-05,64,44,2096,199
0819-84658335,2021-11-09,78,64,814,196
6274-11281031,2022-04-17,113,19,240,10
9662-62110196,2021-04-02,64,37,1087,27
0182-67928982,2022-12-15,67,21,697,60
9414-01080013,2023-02-12,83,48,913,158
3818-15766694,2023-09-03,73,62,1533,3
9551-99726171,2022-04-01,89,3,204,190
7306-59149070,2023-04-04,64,34,1093,31
9794-68679403,2021-09-10,51,38,1649,149
4617-88562761,2022-04-07,52,16,717,38
6828-08371194,2022-08-09,41,16,1064,147
3671-70943379,2021-03-08,13,46,148,145
7339-15437646,2022-10-15,24,50,1900,27
4315-96433973,2022-08-12,109,31,1671,59
5240-10824498,2023-03-08,106,57,610,65
5878-69965564,2022-04-06,59,60,2237,35
0622-03249273,2023-07-23,83,2,2437,46
8942-95303951,2022-05-23,26,23,877,176
9738-19535154,2023-08-24,8,19,1240,187
8591-50727607,2021-02-26,28,55,1950,186
2742-49847170,2023-01-29,49,4,1799,77
8598-93197223,2021-01-25,81,53,193,32
3809-40165316,2022-06-03,5,63,208,96
7178-77559467,2023-02-19,49,35,1889,169
9552-39913252,2022-05-17,58,35,951,28
4056-71119143,2021-06-03,58,1,1058,94
6238-05345492,2020-11-26,116,46,360,142
2315-65724811,2021-05-01,4,2,2243,145
5588-45768228,2023-04-21,91,33,2359,113
7486-32755265,2021-02-13,16,30,220,153
3781-87048178,2020-12-26,78,49,1315,62
1670-41594940,2022-11-19,44,38,84,14
2777-27172137,2022-01-30,66,9,1801,196
9056-78400631,2021-12-18,111,24,1421,120
5210-27065680,2022-11-28,89,63,24,111
5867-44352079,2023-05-01,1,55,600,6
2840-10771227,2022-05-21,90,49,1229,93
9606-68346158,2021-05-14,24,49,171,82
2305-26385802,2021-08-05,22,1,1094,197
5412-80771785,2021-06-15,104,10,1202,179
4807-42643200,2023-01-30,11,37,1015,14
5767-75897470,2023-08-21,119,21,1082,113
